id_beneficiaire,nom,sexe,age,region,province,statut,taille_menage,type_aide,montant_fcfa,nb_distributions,score_vulnerabilite,mois
1814,Issouf Kabore,Masculin,53.0,Centre,Kadiogo,Communauté hôte,2,Soutien médical,27544.0,1,29,12
1513,Haoua Zongo,Féminin,70.0,Centre,Kadiogo,Réfugié,6,Kit de survie,68261.0,2,95,8
1514,Abdoul Ilboudo,Masculin,71.0,Nord,Yatenga,Retourné,8,Soutien médical,22255.0,3,89,12
1544,Salif Dabre,Masculin,50.0,Nord,Loroum,Déplacé interne,6,Aide alimentaire,52133.0,5,76,6
1164,Haoua Sawadogo,Féminin,37.0,Est,Tapoa,Retourné,2,Soutien médical,38443.0,7,49,4
964,Moussa Diallo,Masculin,73.0,Sahel,Oudalan,Déplacé interne,5,Aide alimentaire,38676.0,3,97,8
2751,Drissa Diallo,Masculin,60.0,Sahel,Oudalan,Réfugié,6,Aide alimentaire,38996.0,6,100,3
1498,Moussa Traore,Masculin,27.0,Centre,Kadiogo,Réfugié,10,Aide alimentaire,49711.0,7,80,4
399,Maimouna Sawadogo,Féminin,18.0,Centre,Ganzourgou,Retourné,5,Soutien médical,20594.0,7,64,8
585,Clarisse Kabore,Féminin,58.0,Centre,Oubritenga,Communauté hôte,4,Soutien médical,36775.0,2,48,7
949,Rokia Ouedraogo,Féminin,61.0,Sahel,Séno,Réfugié,10,Aide alimentaire,30219.0,5,100,12
705,Abdoul Diallo,Masculin,41.0,Nord,Loroum,Déplacé interne,6,Abri d'urgence,121218.0,3,69,7
432,Fatima Ilboudo,Féminin,37.0,Est,Tapoa,Déplacé interne,4,Kit de survie,77280.0,6,76,9
293,Assita Sawadogo,Féminin,65.0,Sahel,Oudalan,Déplacé interne,10,Aide alimentaire,62498.0,3,100,6
146,Rasmane Diallo,Masculin,48.0,Centre,Oubritenga,Communauté hôte,10,Aide alimentaire,35411.0,6,51,2
2296,Adama Coulibaly,Masculin,61.0,Sahel,Soum,Déplacé interne,9,Aide alimentaire,52294.0,6,100,10
1972,Haoua Kabore,Féminin,39.0,Sahel,Séno,Réfugié,6,Aide alimentaire,54113.0,2,99,9
1166,Assita Sanon,Féminin,61.0,Nord,Zondoma,Retourné,6,Kit de survie,74767.0,3,80,9
3,Clarisse Dabre,Féminin,57.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,2,Kit de survie,69725.0,6,50,11
577,Yacouba Dabre,Masculin,26.0,Nord,Yatenga,Déplacé interne,4,Aide alimentaire,39096.0,7,60,11
2176,Aminata Zongo,Féminin,37.0,Sahel,Oudalan,Réfugié,6,Kit de survie,56566.0,6,92,8
340,Ibrahim Dabre,Masculin,41.0,Centre,Oubritenga,Réfugié,2,Aide alimentaire,49114.0,4,55,4
1602,Moussa Kabore,Masculin,62.0,Sahel,Oudalan,Déplacé interne,10,Kit de survie,70391.0,3,100,5
1436,Yacouba Diallo,Masculin,,Sahel,Soum,Réfugié,4,Aide alimentaire,55326.0,2,82,11
926,Mamadou Ilboudo,Masculin,40.0,Boucle du Mouhoun,Nayala,Réfugié,2,Soutien médical,18264.0,5,57,4
266,Aminata Ouedraogo,Féminin,29.0,Sahel,Soum,Retourné,1,Soutien médical,31853.0,2,58,5
377,Kadiatou Bambara,Féminin,67.0,Est,Tapoa,Déplacé interne,8,Aide alimentaire,56876.0,3,100,10
2426,Clarisse Tapsoba,Féminin,42.0,Centre,Kadiogo,Déplacé interne,4,Kit de survie,43843.0,2,65,6
272,Salamata Bambara,Féminin,56.0,Est,Gourma,Déplacé interne,3,Soutien médical,23923.0,5,66,8
697,Abdoul Diallo,Masculin,19.0,Nord,Loroum,Communauté hôte,6,Aide alimentaire,39789.0,4,67,6
1017,Abdoul Toe,Masculin,61.0,Sahel,Séno,Déplacé interne,11,Aide alimentaire,59774.0,4,100,8
245,Issouf Toe,Masculin,74.0,Est,Gourma,Réfugié,9,Aide alimentaire,62123.0,3,100,10
2382,Maimouna Ilboudo,Féminin,24.0,Nord,Loroum,Réfugié,1,Kit de survie,74660.0,1,69,5
477,Rasmane Sawadogo,Masculin,54.0,Nord,Zondoma,Déplacé interne,9,Aide alimentaire,41719.0,7,78,6
1761,Moussa Zongo,Masculin,46.0,Est,Gnagna,Réfugié,10,Aide alimentaire,49517.0,5,89,7
1551,Assita Ilboudo,Féminin,25.0,Nord,Yatenga,Déplacé interne,6,Aide alimentaire,39865.0,3,85,7
1993,Haoua Tapsoba,Féminin,48.0,Centre,Ganzourgou,Déplacé interne,9,Aide alimentaire,24528.0,1,75,4
1510,Haoua Diallo,Féminin,29.0,Nord,Loroum,Communauté hôte,2,Kit de survie,77569.0,5,35,12
2799,Salamata Toe,Féminin,55.0,Est,Gourma,Réfugié,11,Aide alimentaire,44721.0,2,92,1
1736,Salamata Bambara,Féminin,62.0,Est,Tapoa,Communauté hôte,7,Aide alimentaire,46927.0,3,78,3
1685,Ibrahim Dabre,Masculin,73.0,Centre,Kadiogo,Déplacé interne,11,Aide alimentaire,47040.0,1,92,2
251,Yacouba Tapsoba,Masculin,53.0,Centre,Kadiogo,Déplacé interne,11,Aide alimentaire,40957.0,6,79,5
414,Zeinabou Kabore,Féminin,33.0,Est,Tapoa,Réfugié,11,Soutien médical,26847.0,7,84,8
546,Rasmane Coulibaly,Masculin,68.0,Est,Tapoa,Déplacé interne,5,Kit de survie,68686.0,3,90,5
1194,Mariam Kone,Féminin,34.0,Centre,Oubritenga,Réfugié,10,Soutien médical,29987.0,1,82,2
739,Moussa Coulibaly,Masculin,25.0,Est,Gourma,Déplacé interne,2,Aide alimentaire,44352.0,6,68,2
311,Hamidou Toe,Masculin,34.0,Est,Tapoa,Communauté hôte,9,Soutien médical,24653.0,5,63,7
894,Salif Ilboudo,Masculin,34.0,Centre,Kadiogo,Réfugié,10,Kit de survie,90433.0,7,72,3
1132,Assita Kone,Féminin,23.0,Centre,Ganzourgou,Communauté hôte,7,Soutien médical,38311.0,7,58,12
2756,Oumarou Dabre,Masculin,49.0,Est,Gourma,Déplacé interne,7,Abri d'urgence,112097.0,6,80,1
16,Drissa Kone,Masculin,58.0,Nord,Yatenga,Déplacé interne,8,Kit de survie,74864.0,2,73,9
2650,Abdoul Zongo,Masculin,20.0,Centre,Kadiogo,Réfugié,1,Aide alimentaire,57498.0,7,65,7
722,Oumarou Kabore,Masculin,69.0,Sahel,Séno,Déplacé interne,3,Kit de survie,86421.0,7,90,5
1421,Yacouba Tapsoba,Masculin,26.0,Sahel,Oudalan,Communauté hôte,3,Kit de survie,73678.0,2,50,10
2496,Salamata Diallo,Féminin,41.0,Centre,Ganzourgou,Réfugié,11,Aide alimentaire,41376.0,6,76,5
982,Assita Coulibaly,Féminin,50.0,Sahel,Oudalan,Réfugié,3,Aide alimentaire,45799.0,4,75,8
1689,Salamata Zongo,Féminin,67.0,Nord,Zondoma,Communauté hôte,4,Aide alimentaire,58058.0,2,61,7
2399,Rokia Diallo,Féminin,57.0,Sahel,Séno,Réfugié,9,Aide alimentaire,33463.0,4,92,5
2428,Maimouna Kone,Féminin,49.0,Nord,Zondoma,Retourné,7,Kit de survie,51914.0,1,66,12
364,Assita Kabore,Féminin,18.0,Sahel,Séno,Déplacé interne,3,Soutien médical,25163.0,4,78,7
2546,Binta Sanon,Féminin,52.0,Sahel,Soum,Déplacé interne,5,Kit de survie,86968.0,4,82,10
183,Binta Dabre,Féminin,62.0,Est,Gnagna,Réfugié,1,Soutien médical,37261.0,6,82,2
986,Mariam Sawadogo,Féminin,27.0,Centre,Oubritenga,Communauté hôte,1,Aide alimentaire,50630.0,2,20,4
2738,Safi Kabore,Féminin,61.0,Nord,Zondoma,Réfugié,5,Aide alimentaire,44943.0,5,88,1
1195,Abdoul Bambara,Masculin,38.0,Sahel,Oudalan,Déplacé interne,9,Kit de survie,68749.0,5,80,7
1591,Fatoumata Sawadogo,Féminin,48.0,Centre,Kadiogo,Communauté hôte,2,Aide alimentaire,43811.0,7,36,2
1509,Maimouna Sawadogo,Féminin,20.0,Nord,Zondoma,Retourné,6,Soutien médical,27811.0,7,75,10
1122,Kadiatou Dabre,Féminin,29.0,Sahel,Soum,Déplacé interne,3,Aide alimentaire,29820.0,2,75,12
188,Kadiatou Toe,Féminin,30.0,Sahel,Séno,Communauté hôte,9,Kit de survie,86374.0,1,69,8
620,Haoua Sawadogo,Féminin,24.0,Centre,Ganzourgou,Réfugié,5,Soutien médical,39227.0,6,81,12
1458,Aissata Bambara,Féminin,66.0,Sahel,Soum,Réfugié,4,Soutien médical,19594.0,4,100,2
1176,Fatima Ouedraogo,Féminin,46.0,Boucle du Mouhoun,Nayala,Retourné,5,Soutien médical,23367.0,7,59,9
1878,Zeinabou Sanon,Féminin,72.0,Boucle du Mouhoun,Nayala,Communauté hôte,5,Soutien médical,30134.0,6,66,12
2188,Haoua Bambara,Féminin,23.0,Est,Tapoa,Réfugié,11,Kit de survie,85307.0,5,97,10
615,Salamata Dabre,Féminin,47.0,Nord,Zondoma,Déplacé interne,4,Kit de survie,101564.0,7,60,7
1938,Assita Tapsoba,Féminin,41.0,Sahel,Séno,Retourné,8,Kit de survie,88053.0,5,71,2
995,Moussa Kone,Masculin,48.0,Centre,Kadiogo,Retourné,6,Kit de survie,60128.0,2,62,9
935,Abdoul Ouedraogo,Masculin,21.0,Centre,Ganzourgou,Déplacé interne,3,Aide alimentaire,45203.0,7,72,11
372,Souleymane Bambara,Masculin,51.0,Sahel,Séno,Réfugié,5,Aide alimentaire,51713.0,6,86,2
2618,Mamadou Toe,Masculin,27.0,Sahel,Oudalan,Communauté hôte,4,Abri d'urgence,132768.0,3,58,4
2052,Fatima Nana,Féminin,19.0,Sahel,Séno,Réfugié,9,Soutien médical,31719.0,7,100,7
594,Issouf Zongo,Masculin,70.0,Sahel,Soum,Déplacé interne,2,Aide alimentaire,45172.0,1,81,5
727,Hamidou Toe,Masculin,22.0,Boucle du Mouhoun,Banwa,Réfugié,3,Aide alimentaire,55270.0,1,70,9
827,Moussa Zongo,Masculin,68.0,Centre,Kadiogo,Communauté hôte,7,Kit de survie,79074.0,7,71,1
688,Issouf Sanon,Masculin,37.0,Centre,Oubritenga,Déplacé interne,6,Soutien médical,34029.0,1,75,1
2097,Salamata Sawadogo,Féminin,42.0,Centre,Ganzourgou,Communauté hôte,7,Abri d'urgence,137595.0,1,59,11
137,Fatima Tapsoba,Féminin,63.0,Nord,Yatenga,Réfugié,6,Abri d'urgence,149854.0,2,100,4
629,Mamadou Ouedraogo,Masculin,31.0,Nord,Yatenga,Communauté hôte,6,Kit de survie,69717.0,3,48,5
335,Hamidou Ilboudo,Masculin,51.0,Centre,,Communauté hôte,3,Aide alimentaire,47065.0,5,33,5
1911,Yacouba Coulibaly,Masculin,73.0,Sahel,Soum,Déplacé interne,9,Kit de survie,73369.0,2,100,4
2185,Rokia Dabre,Féminin,44.0,Est,Gourma,Déplacé interne,11,Soutien médical,39288.0,2,81,10
1110,Salif Zongo,Masculin,38.0,Sahel,Soum,Retourné,6,Soutien médical,32615.0,6,74,8
1563,Salamata Sawadogo,Féminin,31.0,Nord,Loroum,Déplacé interne,4,Aide alimentaire,46478.0,3,66,2
2787,Fatima Bambara,Féminin,19.0,Sahel,Soum,Déplacé interne,10,Kit de survie,63128.0,1,100,3
711,Zeinabou Diallo,Féminin,27.0,Sahel,Oudalan,Réfugié,1,Kit de survie,72921.0,1,61,7
1040,Adama Zongo,Masculin,62.0,Est,Gnagna,Réfugié,8,Aide alimentaire,50207.0,7,100,10
1698,Adama Kabore,Masculin,57.0,Centre,Oubritenga,Retourné,2,Aide alimentaire,56130.0,5,39,2
1704,Safi Kabore,Féminin,61.0,Centre,Kadiogo,Réfugié,10,Aide alimentaire,39084.0,2,95,2
1867,Adama Tapsoba,Masculin,43.0,Centre,Oubritenga,Retourné,5,Kit de survie,59580.0,5,53,4
2616,Hamidou Coulibaly,Masculin,66.0,Sahel,Oudalan,Réfugié,1,Abri d'urgence,154998.0,1,87,1
2390,Assita Sawadogo,Féminin,25.0,Sahel,Séno,Déplacé interne,4,Kit de survie,75427.0,1,84,4
1113,Yacouba Bambara,Masculin,68.0,Centre,Ganzourgou,Communauté hôte,11,Abri d'urgence,160334.0,1,78,1
466,Salif Tapsoba,Masculin,57.0,Centre,Kadiogo,Déplacé interne,1,Soutien médical,27738.0,6,54,7
1224,Rokia Ouedraogo,Féminin,43.0,Nord,Yatenga,Retourné,6,Soutien médical,21912.0,6,62,11
2068,Adama Nana,Masculin,58.0,Centre,Kadiogo,Déplacé interne,9,Soutien médical,35997.0,1,74,1
2287,Safi Dabre,Féminin,61.0,Nord,Yatenga,Retourné,2,Soutien médical,34016.0,5,65,10
2222,Binta Bambara,Féminin,65.0,Sahel,Oudalan,Communauté hôte,8,Kit de survie,85606.0,4,90,7
1105,Safi Sawadogo,Féminin,49.0,Nord,Yatenga,Réfugié,11,Aide alimentaire,64833.0,4,70,11
1794,Clarisse Dabre,Féminin,56.0,Sahel,Soum,Communauté hôte,5,Kit de survie,74017.0,5,66,12
339,Oumarou Toe,Masculin,35.0,Sahel,Soum,Déplacé interne,11,Soutien médical,20300.0,1,81,4
1875,Haoua Diallo,Féminin,69.0,Sahel,Oudalan,Communauté hôte,5,Abri d'urgence,116689.0,7,84,7
1730,Aissata Kabore,Féminin,58.0,Centre,Oubritenga,Déplacé interne,1,Kit de survie,92962.0,3,53,9
2385,Adama Sawadogo,Masculin,63.0,Nord,Yatenga,Réfugié,4,Aide alimentaire,64799.0,5,81,1
1744,Ibrahim Bambara,Masculin,53.0,Sahel,Soum,Communauté hôte,10,Abri d'urgence,100964.0,1,73,6
391,Aissata Nana,Féminin,42.0,Sahel,Séno,Communauté hôte,1,Aide alimentaire,58821.0,3,47,4
2355,Fatima Coulibaly,Féminin,,Est,Tapoa,Déplacé interne,11,Aide alimentaire,45557.0,7,83,1
817,Safi Sawadogo,Féminin,18.0,Est,Gourma,Déplacé interne,4,Aide alimentaire,45072.0,5,88,6
1068,Abdoul Kone,Masculin,68.0,Est,Gourma,Communauté hôte,11,Aide alimentaire,38141.0,4,89,7
275,Zeinabou Sanon,Féminin,74.0,Est,Gnagna,Déplacé interne,7,Soutien médical,22073.0,3,100,5
2125,Mariam Dabre,Féminin,56.0,Centre,Kadiogo,Réfugié,6,Aide alimentaire,47833.0,2,79,12
866,Zeinabou Coulibaly,Féminin,48.0,Sahel,Soum,Réfugié,3,Aide alimentaire,54674.0,3,78,1
102,Mariam Bambara,Féminin,72.0,Nord,Loroum,Déplacé interne,2,Kit de survie,74420.0,1,79,9
1502,Rasmane Ouedraogo,Masculin,33.0,Boucle du Mouhoun,Banwa,Déplacé interne,8,Aide alimentaire,28959.0,6,78,2
2031,Issouf Traore,Masculin,71.0,Nord,Yatenga,Déplacé interne,9,Abri d'urgence,121178.0,2,85,12
2283,Moussa Tapsoba,Masculin,26.0,Nord,Loroum,Communauté hôte,11,Aide alimentaire,49925.0,7,55,2
108,Kadiatou Kone,Féminin,48.0,Centre,Ganzourgou,Retourné,11,Kit de survie,57496.0,7,69,2
2703,Abdoul Ouedraogo,Masculin,26.0,Centre,Ganzourgou,Déplacé interne,3,Kit de survie,71087.0,2,62,11
775,Rokia Dabre,Féminin,25.0,Nord,Zondoma,Communauté hôte,6,Aide alimentaire,38304.0,4,65,8
1915,Moussa Kabore,Masculin,47.0,Sahel,Séno,Déplacé interne,5,Aide alimentaire,41161.0,7,88,9
1764,Zeinabou Toe,Féminin,40.0,Centre,Oubritenga,Retourné,10,Abri d'urgence,138952.0,4,66,8
2782,Binta Sawadogo,Féminin,39.0,Sahel,Soum,Retourné,1,Aide alimentaire,47938.0,7,58,6
1771,Salif Coulibaly,Masculin,58.0,Sahel,Séno,Retourné,11,Soutien médical,28025.0,7,79,10
2131,Issouf Ilboudo,Masculin,60.0,Sahel,Oudalan,Déplacé interne,10,Aide alimentaire,35022.0,5,100,8
2299,Souleymane Nana,Masculin,66.0,Sahel,Oudalan,Déplacé interne,3,Kit de survie,54234.0,2,95,6
1581,Drissa Ouedraogo,Masculin,53.0,Centre,Kadiogo,Réfugié,11,Abri d'urgence,112873.0,4,82,4
1937,Drissa Zongo,Masculin,44.0,Sahel,Soum,Réfugié,1,Soutien médical,18358.0,6,66,8
713,Drissa Nana,Masculin,,Boucle du Mouhoun,Mouhoun,Déplacé interne,8,Aide alimentaire,40526.0,1,77,2
73,Salif Traore,Masculin,74.0,Nord,Loroum,Déplacé interne,10,Soutien médical,24065.0,5,90,5
2529,Souleymane Traore,Masculin,55.0,Sahel,Oudalan,Déplacé interne,10,Kit de survie,77090.0,4,93,3
2427,Ibrahim Coulibaly,Masculin,19.0,Est,Gourma,Déplacé interne,1,Kit de survie,86959.0,6,72,8
2734,Salamata Zongo,Féminin,44.0,Nord,Zondoma,Déplacé interne,7,Aide alimentaire,38542.0,2,78,10
482,Assita Coulibaly,Féminin,,Centre,Oubritenga,Déplacé interne,2,Aide alimentaire,39275.0,3,59,12
2100,Souleymane Sawadogo,Masculin,43.0,Boucle du Mouhoun,Banwa,Déplacé interne,8,Aide alimentaire,67187.0,1,73,12
2121,Mariam Kone,Féminin,43.0,Boucle du Mouhoun,Banwa,Réfugié,7,Abri d'urgence,150762.0,6,80,5
1515,Hamidou Bambara,Masculin,54.0,Boucle du Mouhoun,Nayala,Retourné,6,Aide alimentaire,49737.0,2,62,4
2698,Oumarou Zongo,Masculin,35.0,Nord,Loroum,Réfugié,6,Aide alimentaire,52238.0,2,78,4
1491,Moussa Coulibaly,Masculin,43.0,Sahel,Soum,Communauté hôte,7,Aide alimentaire,49802.0,7,72,1
1172,Clarisse Zongo,Féminin,,Sahel,Soum,Retourné,3,Aide alimentaire,51016.0,1,68,10
2324,Seydou Traore,Masculin,21.0,Sahel,Oudalan,Retourné,6,Aide alimentaire,62970.0,7,80,4
1903,Mariam Toe,Féminin,72.0,Est,Tapoa,Réfugié,5,Aide alimentaire,35306.0,4,99,3
2098,Maimouna Dabre,Féminin,19.0,Sahel,Oudalan,Déplacé interne,11,Kit de survie,69482.0,2,97,4
2445,Adama Tapsoba,Masculin,20.0,Est,Tapoa,Communauté hôte,3,Soutien médical,46145.0,2,53,11
406,Haoua Tapsoba,Féminin,45.0,Nord,Zondoma,Déplacé interne,8,Kit de survie,81016.0,4,68,3
758,Safi Nana,Féminin,61.0,Sahel,Oudalan,Communauté hôte,3,Soutien médical,43630.0,5,76,2
1765,Mamadou Ouedraogo,Masculin,74.0,Centre,Kadiogo,Réfugié,8,Kit de survie,101367.0,7,99,5
2409,Aminata Kone,Féminin,65.0,Nord,Yatenga,Déplacé interne,9,Kit de survie,87373.0,4,99,3
2352,Aissata Traore,Féminin,65.0,Centre,Ganzourgou,Réfugié,10,Aide alimentaire,49437.0,1,95,2
98,Adama Nana,Masculin,44.0,Sahel,Soum,Déplacé interne,6,Aide alimentaire,49320.0,3,92,7
1334,Maimouna Diallo,Féminin,44.0,Est,Tapoa,Réfugié,10,Abri d'urgence,134879.0,4,86,2
2263,Zeinabou Traore,Féminin,22.0,Sahel,Oudalan,Réfugié,5,Aide alimentaire,66273.0,3,97,2
744,Assita Nana,Féminin,61.0,Sahel,Oudalan,Réfugié,6,Aide alimentaire,40936.0,3,100,10
807,Fatima Zongo,Féminin,45.0,Nord,Zondoma,Réfugié,10,Soutien médical,28233.0,7,82,5
2628,Safi Traore,Féminin,34.0,Centre,Oubritenga,Communauté hôte,2,Soutien médical,29345.0,5,33,12
1710,Kadiatou Traore,Féminin,56.0,Boucle du Mouhoun,Banwa,Déplacé interne,8,Soutien médical,31282.0,7,76,2
2370,Rokia Kabore,Féminin,56.0,Nord,Zondoma,Communauté hôte,2,Aide alimentaire,41073.0,6,31,12
1536,Issouf Bambara,Masculin,64.0,Centre,Kadiogo,Communauté hôte,9,Kit de survie,78225.0,1,75,8
2124,Adama Ouedraogo,Masculin,40.0,Nord,Yatenga,Retourné,4,Aide alimentaire,48647.0,7,55,3
1813,Seydou Kone,Masculin,66.0,Sahel,Soum,Communauté hôte,4,Abri d'urgence,112331.0,2,82,9
149,Issouf Tapsoba,Masculin,24.0,Sahel,Séno,Réfugié,1,Aide alimentaire,37298.0,3,78,6
1594,Oumarou Sanon,Masculin,40.0,Centre,Oubritenga,Déplacé interne,4,Kit de survie,80912.0,3,59,9
2310,Moussa Ilboudo,Masculin,28.0,Boucle du Mouhoun,Mouhoun,Retourné,7,Aide alimentaire,41023.0,3,59,7
2108,Mariam Tapsoba,Féminin,55.0,Centre,Oubritenga,Réfugié,2,Aide alimentaire,28471.0,1,56,4
1886,Mamadou Kone,Masculin,49.0,Sahel,Séno,Communauté hôte,5,Kit de survie,78336.0,6,55,5
693,Clarisse Nana,Féminin,36.0,Nord,Yatenga,Déplacé interne,11,Kit de survie,85024.0,2,72,9
819,Ibrahim Kone,Masculin,27.0,Nord,Yatenga,Déplacé interne,1,Soutien médical,9459.0,6,40,8
1387,Fatoumata Nana,Féminin,32.0,Centre,Oubritenga,Retourné,4,Soutien médical,25983.0,1,52,4
2542,Aissata Diallo,Féminin,25.0,Boucle du Mouhoun,Banwa,Retourné,4,Soutien médical,23568.0,1,63,8
1863,Moussa Ouedraogo,Masculin,22.0,Sahel,Séno,Déplacé interne,7,Kit de survie,71821.0,3,96,1
2329,Fatoumata Zongo,Féminin,,Sahel,Soum,Réfugié,2,Aide alimentaire,38419.0,2,70,5
702,Issouf Toe,Masculin,47.0,Nord,Loroum,Communauté hôte,3,Soutien médical,29007.0,1,33,4
1692,Maimouna Diallo,Féminin,,Est,Tapoa,Déplacé interne,8,Abri d'urgence,126848.0,4,89,7
2517,Hamidou Toe,Masculin,38.0,Sahel,Soum,Réfugié,2,Kit de survie,72511.0,4,70,12
922,Rokia Sanon,Féminin,30.0,Nord,Yatenga,Déplacé interne,10,Kit de survie,64632.0,3,75,2
1425,Maimouna Nana,Féminin,71.0,Est,Gourma,Communauté hôte,1,Aide alimentaire,64581.0,4,61,6
906,Rokia Kabore,Féminin,42.0,Nord,Yatenga,Déplacé interne,10,Aide alimentaire,30519.0,5,70,12
455,Souleymane Traore,Masculin,18.0,Sahel,Soum,Communauté hôte,5,Soutien médical,23191.0,3,78,6
2010,Haoua Zongo,Féminin,45.0,Nord,Yatenga,Communauté hôte,7,Soutien médical,24645.0,4,46,11
2180,Maimouna Dabre,Féminin,70.0,Centre,Ganzourgou,Déplacé interne,5,Kit de survie,85294.0,4,80,6
1592,Mariam Bambara,Féminin,62.0,Sahel,Oudalan,Réfugié,2,Abri d'urgence,132529.0,5,85,2
168,Adama Traore,Masculin,68.0,Est,Gnagna,Réfugié,10,Aide alimentaire,34820.0,4,100,2
731,Mamadou Nana,Masculin,57.0,Sahel,Oudalan,Réfugié,8,Kit de survie,69687.0,3,94,5
2045,Fatoumata Kabore,Féminin,74.0,Centre,Oubritenga,Réfugié,10,Soutien médical,26070.0,4,100,7
1311,Abdoul Bambara,Masculin,62.0,Est,Gnagna,Réfugié,4,Aide alimentaire,29976.0,4,94,10
27,Salif Sanon,Masculin,26.0,Est,Gnagna,Réfugié,3,Kit de survie,25382.0,4,65,7
1743,Rokia Sanon,Féminin,32.0,Centre,Ganzourgou,Retourné,9,Kit de survie,73080.0,2,60,5
1968,Adama Dabre,Masculin,44.0,Centre,Ganzourgou,Déplacé interne,6,Kit de survie,81535.0,6,65,12
1818,Clarisse Zongo,Féminin,65.0,Nord,Loroum,Communauté hôte,8,Aide alimentaire,44356.0,7,74,12
998,Seydou Toe,Masculin,45.0,Centre,Oubritenga,Communauté hôte,2,Kit de survie,67108.0,7,36,10
1177,Rokia Dabre,Féminin,67.0,Sahel,Séno,Déplacé interne,7,Aide alimentaire,49426.0,2,100,3
1041,Kadiatou Kone,Féminin,40.0,Sahel,Soum,Retourné,1,Aide alimentaire,59001.0,7,55,3
34,Haoua Kone,Féminin,26.0,Sahel,Soum,Déplacé interne,6,Aide alimentaire,,6,91,10
1675,Clarisse Diallo,Féminin,51.0,Est,Tapoa,Déplacé interne,9,Aide alimentaire,61361.0,6,86,4
2242,Moussa Zongo,Masculin,19.0,Est,Gourma,Retourné,2,Aide alimentaire,45303.0,4,56,7
1380,Binta Tapsoba,Féminin,65.0,Sahel,Oudalan,Déplacé interne,3,Kit de survie,62324.0,1,88,12
42,Fatoumata Tapsoba,Féminin,32.0,Nord,Yatenga,Réfugié,5,Kit de survie,84891.0,1,68,6
1612,Kadiatou Ouedraogo,Féminin,53.0,Centre,Oubritenga,Réfugié,3,Kit de survie,100143.0,6,64,7
2074,Zeinabou Toe,Féminin,53.0,Centre,Oubritenga,Déplacé interne,10,Kit de survie,,5,67,6
2471,Souleymane Dabre,Masculin,37.0,Centre,Kadiogo,Communauté hôte,3,Abri d'urgence,137284.0,1,33,5
1779,Drissa Dabre,Masculin,38.0,Boucle du Mouhoun,Banwa,Retourné,8,Aide alimentaire,40493.0,5,58,9
1629,Salif Ilboudo,Masculin,34.0,Centre,Ganzourgou,Déplacé interne,1,Kit de survie,93828.0,3,52,2
610,Salamata Kone,Féminin,18.0,Centre,Kadiogo,Communauté hôte,2,Kit de survie,74201.0,7,48,9
1133,Hamidou Toe,Masculin,23.0,Est,Tapoa,Réfugié,11,Aide alimentaire,46065.0,5,93,3
29,Fatoumata Coulibaly,Féminin,56.0,Sahel,Soum,Déplacé interne,5,Kit de survie,31863.0,7,79,5
442,Safi Ouedraogo,Féminin,61.0,Sahel,Oudalan,Déplacé interne,11,Aide alimentaire,72488.0,3,100,5
2122,Salamata Diallo,Féminin,37.0,Est,Gnagna,Déplacé interne,1,Soutien médical,19293.0,7,56,10
2047,Adama Toe,Masculin,36.0,Boucle du Mouhoun,Banwa,Réfugié,6,Kit de survie,59039.0,2,82,3
494,Mamadou Sawadogo,Masculin,32.0,Sahel,Soum,Retourné,5,Abri d'urgence,95628.0,3,65,3
1259,Salif Ouedraogo,Masculin,35.0,Nord,Loroum,Communauté hôte,7,Kit de survie,79797.0,5,59,3
1302,Safi Ouedraogo,Féminin,40.0,Sahel,Séno,Réfugié,10,Kit de survie,62949.0,3,87,4
2239,Moussa Traore,Masculin,71.0,Est,Gourma,Déplacé interne,2,Aide alimentaire,,3,85,1
1383,Aminata Ouedraogo,Féminin,44.0,Est,Tapoa,Retourné,10,Kit de survie,78683.0,7,78,4
1305,Clarisse Zongo,Féminin,27.0,Sahel,Séno,Retourné,10,Soutien médical,34159.0,5,81,6
237,Drissa Bambara,Masculin,64.0,Sahel,Soum,Retourné,3,Aide alimentaire,44117.0,5,87,3
552,Mariam Kone,Féminin,69.0,Sahel,Soum,Réfugié,4,Kit de survie,91127.0,1,100,2
521,Rokia Kabore,Féminin,57.0,Sahel,Séno,Réfugié,10,Soutien médical,17620.0,2,95,8
2099,Fatoumata Traore,Féminin,51.0,Centre,Ganzourgou,Déplacé interne,11,Soutien médical,21926.0,6,65,6
1233,Abdoul Zongo,Masculin,72.0,Centre,Oubritenga,Réfugié,3,Aide alimentaire,44199.0,7,81,3
1139,Mariam Kabore,Féminin,43.0,Centre,Kadiogo,Réfugié,10,Aide alimentaire,28134.0,5,77,6
721,Aissata Tapsoba,Féminin,40.0,Centre,Kadiogo,Retourné,5,Aide alimentaire,47473.0,2,50,5
736,Fatima Sanon,Féminin,28.0,Centre,Ganzourgou,Réfugié,3,Aide alimentaire,56056.0,7,55,2
2514,Aissata Sawadogo,Féminin,63.0,Boucle du Mouhoun,Mouhoun,Déplacé interne,11,Kit de survie,47067.0,1,94,5
59,Souleymane Toe,Masculin,38.0,Centre,Kadiogo,Déplacé interne,4,Soutien médical,23251.0,1,56,9
632,Maimouna Kabore,Féminin,57.0,Boucle du Mouhoun,Banwa,Réfugié,8,Abri d'urgence,139141.0,1,75,9
